Unable to determine clock rate from sysctl: hw.cpufrequency: No such file or directory
This does not affect benchmark measurements, only the metadata output.
***WARNING*** Failed to set thread affinity. Estimated CPU frequency may be incorrect.
2026-08-21T09:47:24+08:00
Running ./taper_bench
Run on (8 X 24 MHz CPU s)
CPU Caches:
  L1 Data 64 KiB
  L1 Instruction 128 KiB
  L2 Unified 4096 KiB (x8)
Load Average: 3.14, 3.10, 3.61
---------------------------------------------------------------------------------------------------------------------------------------
Benchmark                                                                             Time             CPU   Iterations UserCounters...
taper/4str_0int/ht=16384/lf=0.75/sel=0.7/8/iterations:10/repeats:5_cv              1.92 %          1.69 %             5 items_per_second=1.65%
taper/4str_0int/ht=16384/lf=0.75/sel=0.9/9/iterations:10/repeats:5_mean        65942611 ns     64646520 ns            5 items_per_second=15.6622M/s
taper/4str_0int/ht=16384/lf=0.75/sel=0.9/9/iterations:10/repeats:5_median      65767283 ns     64564000 ns            5 items_per_second=15.6788M/s
taper/4str_0int/ht=16384/lf=0.75/sel=0.9/9/iterations:10/repeats:5_stddev       1131721 ns      1051843 ns            5 items_per_second=257.008k/s
taper/4str_0int/ht=16384/lf=0.75/sel=0.9/9/iterations:10/repeats:5_cv              1.72 %          1.63 %             5 items_per_second=1.64%
taper/4str_0int/ht=65536/lf=0.50/sel=0.1/10/iterations:10/repeats:5_mean       79294646 ns     76410500 ns            5 items_per_second=13.5191M/s
taper/4str_0int/ht=65536/lf=0.50/sel=0.1/10/iterations:10/repeats:5_median     79564458 ns     76375800 ns            5 items_per_second=13.5222M/s
taper/4str_0int/ht=65536/lf=0.50/sel=0.1/10/iterations:10/repeats:5_stddev      2460284 ns      1275042 ns            5 items_per_second=225.011k/s
taper/4str_0int/ht=65536/lf=0.50/sel=0.1/10/iterations:10/repeats:5_cv             3.10 %          1.67 %             5 items_per_second=1.66%
taper/4str_0int/ht=65536/lf=0.50/sel=0.3/11/iterations:10/repeats:5_mean       75240489 ns     73648620 ns            5 items_per_second=14.0259M/s
taper/4str_0int/ht=65536/lf=0.50/sel=0.3/11/iterations:10/repeats:5_median     75775346 ns     73992900 ns            5 items_per_second=13.9577M/s
taper/4str_0int/ht=65536/lf=0.50/sel=0.3/11/iterations:10/repeats:5_stddev      1482424 ns      1191905 ns            5 items_per_second=229.874k/s
taper/4str_0int/ht=65536/lf=0.50/sel=0.3/11/iterations:10/repeats:5_cv             1.97 %          1.62 %             5 items_per_second=1.64%
taper/4str_0int/ht=65536/lf=0.50/sel=0.5/12/iterations:10/repeats:5_mean       77169089 ns     72842700 ns            5 items_per_second=14.2148M/s
taper/4str_0int/ht=65536/lf=0.50/sel=0.5/12/iterations:10/repeats:5_median     74014554 ns     71175900 ns            5 items_per_second=14.5101M/s
taper/4str_0int/ht=65536/lf=0.50/sel=0.5/12/iterations:10/repeats:5_stddev      9519824 ns      4292629 ns            5 items_per_second=780.451k/s
taper/4str_0int/ht=65536/lf=0.50/sel=0.5/12/iterations:10/repeats:5_cv            12.34 %          5.89 %             5 items_per_second=5.49%
taper/4str_0int/ht=65536/lf=0.50/sel=0.7/13/iterations:10/repeats:5_mean       74897551 ns     72307880 ns            5 items_per_second=14.3029M/s
taper/4str_0int/ht=65536/lf=0.50/sel=0.7/13/iterations:10/repeats:5_median     72672350 ns     71258100 ns            5 items_per_second=14.4933M/s
taper/4str_0int/ht=65536/lf=0.50/sel=0.7/13/iterations:10/repeats:5_stddev      5977691 ns      3098745 ns            5 items_per_second=581.88k/s
taper/4str_0int/ht=65536/lf=0.50/sel=0.7/13/iterations:10/repeats:5_cv             7.98 %          4.29 %             5 items_per_second=4.07%
taper/4str_0int/ht=65536/lf=0.50/sel=0.9/14/iterations:10/repeats:5_mean       71194284 ns     69679440 ns            5 items_per_second=14.8231M/s
taper/4str_0int/ht=65536/lf=0.50/sel=0.9/14/iterations:10/repeats:5_median     70788792 ns     69219900 ns            5 items_per_second=14.9201M/s
taper/4str_0int/ht=65536/lf=0.50/sel=0.9/14/iterations:10/repeats:5_stddev      1201624 ns       750451 ns            5 items_per_second=158.664k/s
taper/4str_0int/ht=65536/lf=0.50/sel=0.9/14/iterations:10/repeats:5_cv             1.69 %          1.08 %             5 items_per_second=1.07%
taper/4str_0int/ht=65536/lf=0.75/sel=0.1/15/iterations:10/repeats:5_mean       96317915 ns     89714360 ns            5 items_per_second=11.7123M/s
taper/4str_0int/ht=65536/lf=0.75/sel=0.1/15/iterations:10/repeats:5_median     92013100 ns     87089400 ns            5 items_per_second=12.0468M/s
taper/4str_0int/ht=65536/lf=0.75/sel=0.1/15/iterations:10/repeats:5_stddev      8763738 ns      3974551 ns            5 items_per_second=505.219k/s
taper/4str_0int/ht=65536/lf=0.75/sel=0.1/15/iterations:10/repeats:5_cv             9.10 %          4.43 %             5 items_per_second=4.31%
taper/4str_0int/ht=65536/lf=0.75/sel=0.3/16/iterations:10/repeats:5_mean       79089325 ns     76531000 ns            5 items_per_second=13.7197M/s
taper/4str_0int/ht=65536/lf=0.75/sel=0.3/16/iterations:10/repeats:5_median     77611938 ns     75885600 ns            5 items_per_second=13.8254M/s
taper/4str_0int/ht=65536/lf=0.75/sel=0.3/16/iterations:10/repeats:5_stddev      3519127 ns      2432668 ns            5 items_per_second=425.208k/s
taper/4str_0int/ht=65536/lf=0.75/sel=0.3/16/iterations:10/repeats:5_cv             4.45 %          3.18 %             5 items_per_second=3.10%
taper/4str_0int/ht=65536/lf=0.75/sel=0.5/17/iterations:10/repeats:5_mean       73938255 ns     72095740 ns            5 items_per_second=14.5581M/s
taper/4str_0int/ht=65536/lf=0.75/sel=0.5/17/iterations:10/repeats:5_median     72987821 ns     71495200 ns            5 items_per_second=14.6744M/s
taper/4str_0int/ht=65536/lf=0.75/sel=0.5/17/iterations:10/repeats:5_stddev      2375060 ns      1646051 ns            5 items_per_second=322.952k/s
taper/4str_0int/ht=65536/lf=0.75/sel=0.5/17/iterations:10/repeats:5_cv             3.21 %          2.28 %             5 items_per_second=2.22%
taper/4str_0int/ht=65536/lf=0.75/sel=0.7/18/iterations:10/repeats:5_mean       72202072 ns     69157280 ns            5 items_per_second=15.2011M/s
taper/4str_0int/ht=65536/lf=0.75/sel=0.7/18/iterations:10/repeats:5_median     68497925 ns     67262100 ns            5 items_per_second=15.598M/s
taper/4str_0int/ht=65536/lf=0.75/sel=0.7/18/iterations:10/repeats:5_stddev      7550748 ns      3535161 ns            5 items_per_second=748.358k/s
taper/4str_0int/ht=65536/lf=0.75/sel=0.7/18/iterations:10/repeats:5_cv            10.46 %          5.11 %             5 items_per_second=4.92%
taper/4str_0int/ht=65536/lf=0.75/sel=0.9/19/iterations:10/repeats:5_mean       66927805 ns     65586040 ns            5 items_per_second=16.0024M/s
taper/4str_0int/ht=65536/lf=0.75/sel=0.9/19/iterations:10/repeats:5_median     66550246 ns     65337200 ns            5 items_per_second=16.0575M/s
taper/4str_0int/ht=65536/lf=0.75/sel=0.9/19/iterations:10/repeats:5_stddev      1257369 ns      1396866 ns            5 items_per_second=340.626k/s
taper/4str_0int/ht=65536/lf=0.75/sel=0.9/19/iterations:10/repeats:5_cv             1.88 %          2.13 %             5 items_per_second=2.13%
taper/4str_0int/ht=262144/lf=0.50/sel=0.1/20/iterations:10/repeats:5_mean      83271320 ns     80030960 ns            5 items_per_second=14.1517M/s
taper/4str_0int/ht=262144/lf=0.50/sel=0.1/20/iterations:10/repeats:5_median    81328325 ns     79439900 ns            5 items_per_second=14.2381M/s
taper/4str_0int/ht=262144/lf=0.50/sel=0.1/20/iterations:10/repeats:5_stddev     6841744 ns      3315799 ns            5 items_per_second=565.871k/s
taper/4str_0int/ht=262144/lf=0.50/sel=0.1/20/iterations:10/repeats:5_cv            8.22 %          4.14 %             5 items_per_second=4.00%
taper/4str_0int/ht=262144/lf=0.50/sel=0.3/21/iterations:10/repeats:5_mean      92554979 ns     90532480 ns            5 items_per_second=12.4961M/s
taper/4str_0int/ht=262144/lf=0.50/sel=0.3/21/iterations:10/repeats:5_median    91285771 ns     89825800 ns            5 items_per_second=12.5918M/s
taper/4str_0int/ht=262144/lf=0.50/sel=0.3/21/iterations:10/repeats:5_stddev     3232199 ns      1463945 ns            5 items_per_second=198.109k/s
taper/4str_0int/ht=262144/lf=0.50/sel=0.3/21/iterations:10/repeats:5_cv            3.49 %          1.62 %             5 items_per_second=1.59%
taper/4str_0int/ht=262144/lf=0.50/sel=0.5/22/iterations:10/repeats:5_mean      94636573 ns     92835200 ns            5 items_per_second=12.188M/s
taper/4str_0int/ht=262144/lf=0.50/sel=0.5/22/iterations:10/repeats:5_median    93983204 ns     92287800 ns            5 items_per_second=12.2559M/s
taper/4str_0int/ht=262144/lf=0.50/sel=0.5/22/iterations:10/repeats:5_stddev     2871789 ns      1977417 ns            5 items_per_second=255.323k/s
taper/4str_0int/ht=262144/lf=0.50/sel=0.5/22/iterations:10/repeats:5_cv            3.03 %          2.13 %             5 items_per_second=2.09%
taper/4str_0int/ht=262144/lf=0.50/sel=0.7/23/iterations:10/repeats:5_mean     100622511 ns     98460380 ns            5 items_per_second=11.4976M/s
taper/4str_0int/ht=262144/lf=0.50/sel=0.7/23/iterations:10/repeats:5_median    99810354 ns     97724900 ns            5 items_per_second=11.574M/s
taper/4str_0int/ht=262144/lf=0.50/sel=0.7/23/iterations:10/repeats:5_stddev     3989105 ns      3314744 ns            5 items_per_second=373.513k/s
taper/4str_0int/ht=262144/lf=0.50/sel=0.7/23/iterations:10/repeats:5_cv            3.96 %          3.37 %             5 items_per_second=3.25%
taper/4str_0int/ht=262144/lf=0.50/sel=0.9/24/iterations:10/repeats:5_mean     100045488 ns     97646840 ns            5 items_per_second=11.591M/s
taper/4str_0int/ht=262144/lf=0.50/sel=0.9/24/iterations:10/repeats:5_median   100413550 ns     98533700 ns            5 items_per_second=11.479M/s
taper/4str_0int/ht=262144/lf=0.50/sel=0.9/24/iterations:10/repeats:5_stddev     3570336 ns      2772944 ns            5 items_per_second=339.13k/s
taper/4str_0int/ht=262144/lf=0.50/sel=0.9/24/iterations:10/repeats:5_cv            3.57 %          2.84 %             5 items_per_second=2.93%
taper/4str_0int/ht=262144/lf=0.75/sel=0.1/25/iterations:10/repeats:5_mean      87109452 ns     85829620 ns            5 items_per_second=13.95M/s
taper/4str_0int/ht=262144/lf=0.75/sel=0.1/25/iterations:10/repeats:5_median    85749704 ns     84815900 ns            5 items_per_second=14.1083M/s
taper/4str_0int/ht=262144/lf=0.75/sel=0.1/25/iterations:10/repeats:5_stddev     2979465 ns      2392215 ns            5 items_per_second=375.673k/s
taper/4str_0int/ht=262144/lf=0.75/sel=0.1/25/iterations:10/repeats:5_cv            3.42 %          2.79 %             5 items_per_second=2.69%
taper/4str_0int/ht=262144/lf=0.75/sel=0.3/26/iterations:10/repeats:5_mean      90964815 ns     90460040 ns            5 items_per_second=13.2281M/s
taper/4str_0int/ht=262144/lf=0.75/sel=0.3/26/iterations:10/repeats:5_median    91082375 ns     90361400 ns            5 items_per_second=13.2425M/s
taper/4str_0int/ht=262144/lf=0.75/sel=0.3/26/iterations:10/repeats:5_stddev      422006 ns       280429 ns            5 items_per_second=40.9681k/s
taper/4str_0int/ht=262144/lf=0.75/sel=0.3/26/iterations:10/repeats:5_cv            0.46 %          0.31 %             5 items_per_second=0.31%
taper/4str_0int/ht=262144/lf=0.75/sel=0.5/27/iterations:10/repeats:5_mean      97022868 ns     96763460 ns            5 items_per_second=12.3675M/s
taper/4str_0int/ht=262144/lf=0.75/sel=0.5/27/iterations:10/repeats:5_median    96770225 ns     96491700 ns            5 items_per_second=12.4011M/s
taper/4str_0int/ht=262144/lf=0.75/sel=0.5/27/iterations:10/repeats:5_stddev     1062004 ns      1080500 ns            5 items_per_second=136.328k/s
taper/4str_0int/ht=262144/lf=0.75/sel=0.5/27/iterations:10/repeats:5_cv            1.09 %          1.12 %             5 items_per_second=1.10%
taper/4str_0int/ht=262144/lf=0.75/sel=0.7/28/iterations:10/repeats:5_mean      99225425 ns     98948900 ns            5 items_per_second=12.0934M/s
taper/4str_0int/ht=262144/lf=0.75/sel=0.7/28/iterations:10/repeats:5_median    99180429 ns     98871300 ns            5 items_per_second=12.1027M/s
taper/4str_0int/ht=262144/lf=0.75/sel=0.7/28/iterations:10/repeats:5_stddev      400122 ns       410643 ns            5 items_per_second=50.0453k/s
taper/4str_0int/ht=262144/lf=0.75/sel=0.7/28/iterations:10/repeats:5_cv            0.40 %          0.42 %             5 items_per_second=0.41%
taper/4str_0int/ht=262144/lf=0.75/sel=0.9/29/iterations:10/repeats:5_mean     115528969 ns    113412520 ns            5 items_per_second=10.5753M/s
taper/4str_0int/ht=262144/lf=0.75/sel=0.9/29/iterations:10/repeats:5_median   112275650 ns    111153800 ns            5 items_per_second=10.7653M/s
taper/4str_0int/ht=262144/lf=0.75/sel=0.9/29/iterations:10/repeats:5_stddev     9224641 ns      6273080 ns            5 items_per_second=551.425k/s
taper/4str_0int/ht=262144/lf=0.75/sel=0.9/29/iterations:10/repeats:5_cv            7.98 %          5.53 %             5 items_per_second=5.21%
taper/4str_0int/ht=1048576/lf=0.50/sel=0.1/30/iterations:10/repeats:5_mean    115879203 ns    113029860 ns            5 items_per_second=13.5046M/s
taper/4str_0int/ht=1048576/lf=0.50/sel=0.1/30/iterations:10/repeats:5_median  114838750 ns    112094500 ns            5 items_per_second=13.5982M/s
taper/4str_0int/ht=1048576/lf=0.50/sel=0.1/30/iterations:10/repeats:5_stddev    5733201 ns      4735523 ns            5 items_per_second=562.746k/s
taper/4str_0int/ht=1048576/lf=0.50/sel=0.1/30/iterations:10/repeats:5_cv           4.95 %          4.19 %             5 items_per_second=4.17%
taper/4str_0int/ht=1048576/lf=0.50/sel=0.3/31/iterations:10/repeats:5_mean    131180623 ns    127926980 ns            5 items_per_second=11.921M/s
taper/4str_0int/ht=1048576/lf=0.50/sel=0.3/31/iterations:10/repeats:5_median  129849879 ns    127184900 ns            5 items_per_second=11.9848M/s
taper/4str_0int/ht=1048576/lf=0.50/sel=0.3/31/iterations:10/repeats:5_stddev    4207208 ns      3141199 ns            5 items_per_second=288.846k/s
taper/4str_0int/ht=1048576/lf=0.50/sel=0.3/31/iterations:10/repeats:5_cv           3.21 %          2.46 %             5 items_per_second=2.42%
taper/4str_0int/ht=1048576/lf=0.50/sel=0.5/32/iterations:10/repeats:5_mean    154161409 ns    145071040 ns            5 items_per_second=10.5251M/s
taper/4str_0int/ht=1048576/lf=0.50/sel=0.5/32/iterations:10/repeats:5_median  151150292 ns    144930800 ns            5 items_per_second=10.5174M/s
taper/4str_0int/ht=1048576/lf=0.50/sel=0.5/32/iterations:10/repeats:5_stddev   13529541 ns      6602566 ns            5 items_per_second=492.591k/s
taper/4str_0int/ht=1048576/lf=0.50/sel=0.5/32/iterations:10/repeats:5_cv           8.78 %          4.55 %             5 items_per_second=4.68%
taper/4str_0int/ht=1048576/lf=0.50/sel=0.7/33/iterations:10/repeats:5_mean    160131027 ns    156633060 ns            5 items_per_second=9.7325M/s
taper/4str_0int/ht=1048576/lf=0.50/sel=0.7/33/iterations:10/repeats:5_median  160952854 ns    157182400 ns            5 items_per_second=9.69757M/s
taper/4str_0int/ht=1048576/lf=0.50/sel=0.7/33/iterations:10/repeats:5_stddev    2991182 ns      1700093 ns            5 items_per_second=105.874k/s
taper/4str_0int/ht=1048576/lf=0.50/sel=0.7/33/iterations:10/repeats:5_cv           1.87 %          1.09 %             5 items_per_second=1.09%
taper/4str_0int/ht=1048576/lf=0.50/sel=0.9/34/iterations:10/repeats:5_mean    180478247 ns    167923780 ns            5 items_per_second=9.11195M/s
taper/4str_0int/ht=1048576/lf=0.50/sel=0.9/34/iterations:10/repeats:5_median  166518946 ns    162915800 ns            5 items_per_second=9.35629M/s
taper/4str_0int/ht=1048576/lf=0.50/sel=0.9/34/iterations:10/repeats:5_stddev   32785477 ns     12125425 ns            5 items_per_second=600.58k/s
taper/4str_0int/ht=1048576/lf=0.50/sel=0.9/34/iterations:10/repeats:5_cv          18.17 %          7.22 %             5 items_per_second=6.59%
taper/4str_0int/ht=1048576/lf=0.75/sel=0.1/35/iterations:10/repeats:5_mean    236501676 ns    186453940 ns            5 items_per_second=9.66095M/s
taper/4str_0int/ht=1048576/lf=0.75/sel=0.1/35/iterations:10/repeats:5_median  242209771 ns    185197700 ns            5 items_per_second=9.64608M/s
taper/4str_0int/ht=1048576/lf=0.75/sel=0.1/35/iterations:10/repeats:5_stddev   44115848 ns     19096455 ns            5 items_per_second=976.35k/s
taper/4str_0int/ht=1048576/lf=0.75/sel=0.1/35/iterations:10/repeats:5_cv          18.65 %         10.24 %             5 items_per_second=10.11%
taper/4str_0int/ht=1048576/lf=0.75/sel=0.3/36/iterations:10/repeats:5_mean    177145506 ns    166437960 ns            5 items_per_second=10.7546M/s
taper/4str_0int/ht=1048576/lf=0.75/sel=0.3/36/iterations:10/repeats:5_median  172290337 ns    163153000 ns            5 items_per_second=10.9494M/s
taper/4str_0int/ht=1048576/lf=0.75/sel=0.3/36/iterations:10/repeats:5_stddev   10724159 ns      8401813 ns            5 items_per_second=526.648k/s
taper/4str_0int/ht=1048576/lf=0.75/sel=0.3/36/iterations:10/repeats:5_cv           6.05 %          5.05 %             5 items_per_second=4.90%
taper/4str_0int/ht=1048576/lf=0.75/sel=0.5/37/iterations:10/repeats:5_mean    181794854 ns    173067240 ns            5 items_per_second=10.358M/s
taper/4str_0int/ht=1048576/lf=0.75/sel=0.5/37/iterations:10/repeats:5_median  172213250 ns    166684700 ns            5 items_per_second=10.7174M/s
taper/4str_0int/ht=1048576/lf=0.75/sel=0.5/37/iterations:10/repeats:5_stddev   17715350 ns     11525520 ns            5 items_per_second=672.727k/s
taper/4str_0int/ht=1048576/lf=0.75/sel=0.5/37/iterations:10/repeats:5_cv           9.74 %          6.66 %             5 items_per_second=6.49%
taper/4str_0int/ht=1048576/lf=0.75/sel=0.7/38/iterations:10/repeats:5_mean    179544897 ns    174567180 ns            5 items_per_second=10.2464M/s
taper/4str_0int/ht=1048576/lf=0.75/sel=0.7/38/iterations:10/repeats:5_median  177068637 ns    171950300 ns            5 items_per_second=10.3892M/s
taper/4str_0int/ht=1048576/lf=0.75/sel=0.7/38/iterations:10/repeats:5_stddev   10114346 ns      7095253 ns            5 items_per_second=396.217k/s
taper/4str_0int/ht=1048576/lf=0.75/sel=0.7/38/iterations:10/repeats:5_cv           5.63 %          4.06 %             5 items_per_second=3.87%
taper/4str_0int/ht=1048576/lf=0.75/sel=0.9/39/iterations:10/repeats:5_mean    168479806 ns    166125340 ns            5 items_per_second=10.7556M/s
taper/4str_0int/ht=1048576/lf=0.75/sel=0.9/39/iterations:10/repeats:5_median  166858325 ns    165051700 ns            5 items_per_second=10.8235M/s
taper/4str_0int/ht=1048576/lf=0.75/sel=0.9/39/iterations:10/repeats:5_stddev    3438265 ns      2594554 ns            5 items_per_second=166.463k/s
taper/4str_0int/ht=1048576/lf=0.75/sel=0.9/39/iterations:10/repeats:5_cv           2.04 %          1.56 %             5 items_per_second=1.55%
